#厦大新闻学教授谈张雪峰言论#,Query time: 2023-12-24 15:21:59,likes
【：值得反思张雪峰提出的问题，却不要轻信他的结论】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦 【：值得反思张雪峰提出的问题，却不要轻信他的结论】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。同时，张雪峰的答案不必信，但他的发问值得警醒。这不是要求教新闻传播老师都必须成为网红，而是应该警惕新闻传播学界脱离实际、脱离业界的现象。此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引发争议。,2023-06-19 17:09,0
发布了头条文章：《关于为什么我要从新闻传播转专业到化材》,2023-06-19 17:04,1
【又一教授论战“学新闻前景”，张雪峰回应称：“跟黄渤共情了”】近日，考研名师张雪峰一番报考志愿的话语，引发有关新闻学的争议。张雪峰表示：“孩子非要报新闻学，我一定会干一件事儿，那就是把他打晕”。对此，重庆大学新闻传播学教授张小强称张雪峰“害人不浅，误 【又一教授论战“学新闻前景”，张雪峰回应称：“跟黄渤共情了”】近日，考研名师张雪峰一番报考志愿的话语，引发有关新闻学的争议。张雪峰表示：“孩子非要报新闻学，我一定会干一件事儿，那就是把他打晕”。对此，重庆大学新闻传播学教授张小强称张雪峰“害人不浅，误导公众”。厦门大学新闻学教授邹振东发微博称，值得反思张雪峰提出的问题，却不要轻信他的结论。张雪峰6月18日发文称：“睡前看了一眼微博，我就突然跟黄渤共情了。”配图为“没完了吗你”。你怎么看待报考志愿选专业的问题？,2023-06-19 17:03,3
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 17:03,105
月亮与六便士 ,2023-06-19 17:01,0
【微博小调查：】：值得反思张雪峰提出的问题，却不要轻信他的结论。你认为大学报考专业最应考虑什么因素？  ,2023-06-19 16:58,2
只要张雪峰还有生存的空间，只要他还能继续火下去，就说明这个社会有问题。张雪峰的爆火，就是这个社会生病的证据。,2023-06-19 16:49,12
？什么时候新闻人不蹭流量，尊重事实，有独立的见解，那才是新闻人的春天。厦大新闻学教授教授来分析一下，新闻人的独立精神去哪儿了？129家中国顶级媒体听令一个妇人。新闻的意义在哪里？ ,2023-06-19 16:47,1
咱们先不扯报效祖国伟大理想，达则兼济天下，穷只能独善其身，我就问问谁大学毕业出来不想找个好工作，站在这个角度来看，张雪峰结合人家孩子自己的综合条件，才提出这个建议有什么毛病？我读四年书出来我连养活自己都困难这个书读的有什么意义？那不如直接读中专读高职了 咱们先不扯报效祖国伟大理想，达则兼济天下，穷只能独善其身，我就问问谁大学毕业出来不想找个好工作，站在这个角度来看，张雪峰结合人家孩子自己的综合条件，才提出这个建议有什么毛病？我读四年书出来我连养活自己都困难这个书读的有什么意义？那不如直接读中专读高职了，人要先保证自己能够活下去，再去谈理想，饭都吃不上嘴了，理想有个屁用,2023-06-19 16:47,1
最近张雪峰这事各个高校老师的回复让我有点匪夷所思😂，作为一个是新闻专业大类下的专业的毕业生&媒体从业者&正好是张雪峰的关注者想问问：几位真的了解了来龙去脉整个咨询过程的细节了吗？？？前提不是人家数学130，总分590，才不建议学新闻吗🥲不是莫名其妙杠啊，四大天坑专业的老师也没这么激动 最近张雪峰这事各个高校老师的回复让我有点匪夷所思😂，作为一个是新闻专业大类下的专业的毕业生&媒体从业者&正好是张雪峰的关注者想问问：几位真的了解了来龙去脉整个咨询过程的细节了吗？？？前提不是人家数学130，总分590，才不建议学新闻吗🥲不是莫名其妙杠啊，四大天坑专业的老师也没这么激动啊教授们不敢这样啊…,2023-06-19 16:46,0
新闻教授敢说真话吗？,2023-06-19 16:45,0
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 16:34,0
别学新闻，我洗血泪的教训,2023-06-19 16:34,0
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 16:34,0
这场论战中张雪峰怎么都不吃亏，有名有利有流量，他不用教学，不用对给出建议后的任何孩子负责，他大可以继续卖自己的课，即便有人听了他的建议选择专业后悔了，他最多道个歉就啥事都没有了，网友明明被他玩弄却还帮他数钱，估计他心里已经乐开了花。 ,2023-06-19 16:29,4
学新闻专业到底有没有前景？如何从专家论战中给孩子找方向。,2023-06-19 16:27,6
近期，在直播中称“孩子非要报新闻学，我一定会把他打晕”引发争议。,2023-06-19 16:18,0
张雪峰说的可能不好听，但就这就是现实，现在多少新闻不是为了博眼球，搞一些标题党，扭曲事实……要是实事求是报道，可能热度就低，……现在这个社会，对新闻抱有理想的人，脚踏实地做新闻的可能真的很难吧 ,2023-06-19 16:17,0
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 16:17,0
中午好！,2023-06-19 16:13,0
能够引发关注的事情，都是好事！ ,2023-06-19 16:06,0
当年高考后一直把老张的视频当相声看，慢慢会发现老张除了嘴快的连他裤衩子都跟不上（嘴快 容易把不住门）外，他根据学生的实际情况给学生和家长的建议都是很实在的。 ,2023-06-19 16:05,3
请继续努力，讲出真道理！ ,2023-06-19 16:05,0
有存在感就好 ,2023-06-19 16:04,0
讲道理就好 ,2023-06-19 16:04,0
不知道会不会被夹，一点小唠叨叭 ,2023-06-19 15:56,1
让这些教授摸着良心说 如果自己孩子理工科590分 会不会让他报新闻专业 ,2023-06-19 15:55,0
,2023-06-19 15:50,0
【张雪峰回应厦大新闻学教授：称跟黄渤共情了】据中新经纬，对于厦大新闻学教授谈张雪峰言论，张雪峰老师6月18日深夜发文称：睡前看了一眼微博，我就突然跟黄渤共情了。配图为“没完了吗你”。6月18日，针对张雪峰称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授 【张雪峰回应厦大新闻学教授：称跟黄渤共情了】据中新经纬，对于厦大新闻学教授谈张雪峰言论，张雪峰老师6月18日深夜发文称：睡前看了一眼微博，我就突然跟黄渤共情了。配图为“没完了吗你”。6月18日，针对张雪峰称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授邹振东发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。（来源：中新经纬）,2023-06-19 15:43,0
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 15:33,0
?就在前两天，考研名师张雪峰在直播间一番关于填报志愿的话，惹得全网热议。“如果我是家长的话，孩子非要报新闻学，我一定会干一个事，就是把他打晕，然后给他报个别的”。在这番言论引起争议后，有位重庆大学新闻传播教授坐不住了。并对 ?就在前两天，考研名师张雪峰在直播间一番关于填报志愿的话，惹得全网热议。“如果我是家长的话，孩子非要报新闻学，我一定会干一个事，就是把他打晕，然后给他报个别的”。在这番言论引起争议后，有位重庆大学新闻传播教授坐不住了。并对此事做出回应：称“千万别被网红忽悠”，认为“新闻专业能文能武，毕业进可创业、进互联网大厂，退可考公务员，到国企”。6月18日，厦门大学新闻学教授回应：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。同时，张雪峰的答案不必信，但他的发问值得警醒。这不是要求教新闻传播老师都必须成为网红，而是应该警惕新闻传播学界脱离实际、脱离业界的现象。你怎么看待这个问题?,2023-06-19 15:33,48
这事上的问题不能怪罪个人是中国青年人就业的问题是中国青年人选择的问题是中国生存竞争的问题是中国教育的问题 ,2023-06-19 15:31,2
一个敢于说实话的人，我们不该相信吗？相信这样的人对我们有害吗？ ,2023-06-19 15:27,1
现在的“新闻人”离人民群众越来越远了。。。 ,2023-06-19 15:26,0
不愧是新闻专业的教授，反驳的很接地气，又一个科班与网红对战的事例。其实双方说的都很接地气，象牙塔里的过于理想化，张雪峰给的信息是象牙塔里避而不谈的阴暗面。象牙塔只负责传道受业解惑,2023-06-19 15:25,3
终于有人坐不住了！张雪峰尽说大实话，戳破了纸糊的谎言！,2023-06-19 15:24,6
新闻还有其他的文科专业严重过剩，主要是扩招的结果。大学扩招始于1998年一个叫汤敏的经济学家的建议，扩招的主要目的就是把减轻就业问题的压力。但问题在于这只是把问题往后拖了几年，根本没有解决，大学毕业以后不是还要找工作吗？而且大学毕业期望值高了，工作更不好 新闻还有其他的文科专业严重过剩，主要是扩招的结果。大学扩招始于1998年一个叫汤敏的经济学家的建议，扩招的主要目的就是把减轻就业问题的压力。但问题在于这只是把问题往后拖了几年，根本没有解决，大学毕业以后不是还要找工作吗？而且大学毕业期望值高了，工作更不好找。为扩招而扩招，当然文科是最简便省事的，像新闻这种专业，不需要购置什么昂贵的设备，教师也好糊弄，基本上不是文盲就能教。这种专业学完了百无一用还不是最坏的结果，更坏的是培养了一堆张薇这样的人才，专门擅长的就是煽风点火、欺凌弱小。这还不是最坏的，文科很多内容都和意识形态密切相关，而在那些年正在大力引进西方文化，这样就势必培养一大堆恨国党。成为西方势力的内应。,2023-06-19 15:22,44
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 15:17,0
可以不同意，但请尊重。 ,2023-06-19 15:16,3
其实绝大部分大学教授都是脱离社会的，很大一部分大学教育内容也是远离实机生产的 ,2023-06-19 15:05,1
我自己是相关专业出身，承认他背后的观点有部分道理（很多新闻学确实名存实亡，这个东西不敢多说，点到为止）但如此偏执、功利的话语能被这么多人支持也是让我又一次对咱们的价值观感到悲哀。没办法，太多人跟张老师一样，穷怕了。 ,2023-06-19 15:05,5
说这么多有的没的不如给个就业去向表然后让考生投票,2023-06-19 15:04,1
真理越辩越明。新闻专业不是人事任免，说你行你就行不行也行。厦大邹教授分析透彻、说的在理。也表达了论辩理性、幽默和善意，还邀请语不惊人死不休的张雪峰到厦门吃面。如果新闻传播专业自己行，一万个张雪峰说它不行，也没有用。反过来，如果新闻传播专业自己不行， 真理越辩越明。新闻专业不是人事任免，说你行你就行不行也行。厦大邹教授分析透彻、说的在理。也表达了论辩理性、幽默和善意，还邀请语不惊人死不休的张雪峰到厦门吃面。如果新闻传播专业自己行，一万个张雪峰说它不行，也没有用。反过来，如果新闻传播专业自己不行，没一个人说它，它也会完蛋。“打垮新闻传播专业的只有自己，不可能是别人。”,2023-06-19 15:02,0
酒后小贴士知多少？①　不要立刻睡觉酒精是靠肝代谢的，立刻睡觉，人体的新陈代谢变慢，对肝脏不利，容易得酒精肝。建议酒后用冷水洗脸，然后坐着休息一会。饮酒过量的，更不要任其自然入睡，如果是重度酒精中毒，很可能一睡不醒。这种情况下家人要陪在身边，每隔两小 酒后小贴士知多少？①　不要立刻睡觉酒精是靠肝代谢的，立刻睡觉，人体的新陈代谢变慢，对肝脏不利，容易得酒精肝。建议酒后用冷水洗脸，然后坐着休息一会。饮酒过量的，更不要任其自然入睡，如果是重度酒精中毒，很可能一睡不醒。这种情况下家人要陪在身边，每隔两小时叫醒醉酒者，喂一点白开水或蜂蜜水，直到完全醒酒为止。②　不要睡电热毯饮酒过量时，体温调节功能失调，热量散失增多，容易使人浑身发冷。此时应该保暖，但也不要睡电热毯，尤其有高血压、冠心病等心脑血管疾病的人。酒后血管扩张，心率、新陈代谢加快，血压升高，容易诱发心梗、心绞痛。若感觉冷，可以用羽绒被或者热水袋保暖。③　不要吃退烧药酒精会和多数药品发生化学反应，并产生有毒物质。尤其不能服用退烧药，否则其中的羟苯基乙酰胺会产生有毒物质，导致肝脏发炎，甚至永久性损伤。如需服用，建议次日早晨在服用退烧药之前1小时服用布洛芬。此外，酒后“先锋”等头孢类抗生素药、降糖药、降压药等最好也别吃。,2023-06-19 15:02,0
只听说中国有嘻哈 ,2023-06-19 15:00,0
媒体届，付国豪太少，胡锡进太多！ ,2023-06-19 14:58,4
我跟你谈吃饭，你和我聊理想……真就是踏着时代的红利实现阶层跨越，就开始不食人间烟火了 ,2023-06-19 14:52,14
现在自媒体流行，什么专业的不可以干。 ,2023-06-19 14:49,0
等遭受到社会的毒打就知道张雪峰老师说的话是对的！ ,2023-06-19 14:47,2
,2023-06-19 14:46,9
新闻传媒业现在是个什么鬼样子你们心里没数吗？你们新闻学教学生些什么呢，出来有几个有新闻从业者的坚守？现在这个舆论环境这个样子你们搞新闻的可不无辜啊。 ,2023-06-19 14:44,5
只有张雪峰老师在为我们平民发声，他说得太对了！！！ ,2023-06-19 14:42,2
这是报考，不是说你不好，是你在可选范围里不够好。跳脚是正常的，不出来说两句你都让别人笑话，但没想到你出来讲笑话了哈。最后还瞎扯粉丝量，你以为你很幽默么男人（不是），不如像高山俯视蝼蚁般蔑视他或者作为专家依据现实给出条分缕析的反击，而非一句让人笑掉大牙 这是报考，不是说你不好，是你在可选范围里不够好。跳脚是正常的，不出来说两句你都让别人笑话，但没想到你出来讲笑话了哈。最后还瞎扯粉丝量，你以为你很幽默么男人（不是），不如像高山俯视蝼蚁般蔑视他或者作为专家依据现实给出条分缕析的反击，而非一句让人笑掉大牙的“调侃”。报考就是要看就业，根据实际情况看人生能有的最佳选择，要结合语境具体情况具体分析，读读上下文吧哥们。你大可以有逻辑点的维护你的专业，报考的学生当然也会本着为己负责的态度审慎选择。新闻应该是客观全面且具有时效性的，新闻不是传声筒（别自说自话了）你们作为新闻人狠狠破坏了我新闻编辑室的滤镜。,2023-06-19 14:40,8
985文科专业硕士，当年坚定报考了本专业，课上的阳春白雪非常理想，求学期间非常快乐，而秋招十分艰难。工资相比于非985同专业算是比较高，但不及同校计算机专业的一半。个人认为考虑好自己的现实情况，想好能否接受再做选择即可。如果能重来，我不会选择粉领毕业。 ,2023-06-19 14:39,0
厦大老师说反了吧，他的逻辑或许有问题，他的结论真的没问题啊 ,2023-06-19 14:35,0
,2023-06-19 14:34,0
现实中的情况是不仅仅新闻专业是这样，大部分专业都是这样。在目前的就业情况下，大部分专业都是天坑？比如…,2023-06-19 14:26,11
【微博小调查：】：值得反思张雪峰提出的问题，却不要轻信他的结论。你认为大学报考专业最应考虑什么因素？,2023-06-19 14:26,2
【微博小调查：】：值得反思张雪峰提出的问题，却不要轻信他的结论。你认为大学报考专业最应考虑什么因素？  ,2023-06-19 14:24,0
其实张雪峰只是站在普通人以后求职工作养家糊口的立场去表明，这个专业不是一个好的选择而已。 ,2023-06-19 14:19,6
一千个人有一千个哈姆雷特。要有自己的思考，不是谁说什么就是什么。 ,2023-06-19 14:17,0
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 14:17,0
建议一些专家教授也别纸上谈兵了，现在的新闻有什么态度？国家大事上确实有态度，但身为普通人谁三句话不离国家啊，还不都是日常生活。社会新闻里小事广而告之，大事集体闭麦，就是有也是官方的废话 ,2023-06-19 14:16,2
多听听张雪峰的准没错，那些专家在天上，哪知道普通孩子 ,2023-06-19 14:15,3
可是现在我看到的只有一堆自媒体疯狂带节奏踩一捧一，一堆跟风的网友未看原文，从只言片语的片段中开启言语攻击。如果新闻专业真的不再重要，那以后的舆论环境只会比现在更差，届时出现的只是完全没有新闻理想和道德底线、只为流量的媒体。一方面希望媒体履行社会责任， 可是现在我看到的只有一堆自媒体疯狂带节奏踩一捧一，一堆跟风的网友未看原文，从只言片语的片段中开启言语攻击。如果新闻专业真的不再重要，那以后的舆论环境只会比现在更差，届时出现的只是完全没有新闻理想和道德底线、只为流量的媒体。一方面希望媒体履行社会责任，另一方面不提升自己的媒介素养，只会跟着自媒体的节奏，对新闻学教授们的话大加嘲讽，真是稀烂！,2023-06-19 14:13,5
随便吧，反正学什么最后都会后悔,2023-06-19 14:10,0
您是教授有工作有职称有工资有各种待遇～刚毕业的大学生有什么？大学生先让自己吃上饭吧！张雪峰老师实在人，虽然有时口无遮拦但他是懂大学生的！ ,2023-06-19 14:09,4
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 14:08,0
我很喜欢新闻传播，它给了我独立思考的能力让我逐渐看清纷乱复杂的世界。同时我也很讨厌它，因为赚不到钱不好就业。 我想，如果选择一个好赚钱的专业但却并非是心里向往的专业，会不会心也空空神也空空。所以还是继续往这条路上走，如果有一天我因为学新闻传播穷死 我很喜欢新闻传播，它给了我独立思考的能力让我逐渐看清纷乱复杂的世界。同时我也很讨厌它，因为赚不到钱不好就业。 我想，如果选择一个好赚钱的专业但却并非是心里向往的专业，会不会心也空空神也空空。所以还是继续往这条路上走，如果有一天我因为学新闻传播穷死，那归入尘土之后，我也依然能和自己侃侃而谈。,2023-06-19 14:07,2
大学毕业后在报社当了十五年记者、编辑，16年离开。大学同学大多在电视台，前阵子在浙江卫视的寝室下铺还在发牢骚，工资越来越少。去年报社老同事聚会，当年同办公室11人已离开8人。张雪峰所说的言论是有前提的，这个咨询的孩子读的是理科，分数590分，他真的有更多选择。 ,2023-06-19 13:57,8
抖音和头条现在是受众最多的地方，不应该是利用多年的新传理论和经验抢回阵地打个漂亮翻身仗吗？打不过就闭眼自言放弃更能证明无用论，要不就别拱火倒油，也不会有这么多人关注,2023-06-19 13:56,0
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 13:53,0
不要相信任何教授报新闻传播言论理科工科就是普遍更好一些就业，工资也多。不要相信某某多优秀这种单个案例！理科工科学到底是门技术，这种虚头巴脑的专业建议留给有钱铺路的人家报。普通人老老实实学个靠谱专业，再说一遍，理科工科兴国！做不到力挽 不要相信任何教授报新闻传播言论理科工科就是普遍更好一些就业，工资也多。不要相信某某多优秀这种单个案例！理科工科学到底是门技术，这种虚头巴脑的专业建议留给有钱铺路的人家报。普通人老老实实学个靠谱专业，再说一遍，理科工科兴国！做不到力挽狂澜就力挽小水滴,2023-06-19 13:51,2
又举个例教育人 满地都是马云吗,2023-06-19 13:48,1
督工提醒转发后，我去看了一下121期睡前消息，发现督工在那期视频里居然推荐过”邹振东“的《弱传播》，无限感慨时间线合并了,2023-06-19 13:46,0
我身边的文科生自己都在后悔为什么要选纯文 岗位和需求太少了 研究生毕业没有读博最后跑去干销售了 不能说文科无用 但是想要好的待遇必须要一直读书一直读书 但是普通家庭真的能让孩子把博士读出来再去工作吗 即便条件允许就真的认为自己博士能毕业吗 毕业之后就一定能进 我身边的文科生自己都在后悔为什么要选纯文 岗位和需求太少了 研究生毕业没有读博最后跑去干销售了 不能说文科无用 但是想要好的待遇必须要一直读书一直读书 但是普通家庭真的能让孩子把博士读出来再去工作吗 即便条件允许就真的认为自己博士能毕业吗 毕业之后就一定能进高校吗 这条路上走岔劈一步都不行 就这是普通工薪家庭孩子读文科的现状,2023-06-19 13:42,1
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 13:40,0
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 13:40,0
一般民生话题的言论要自由，要允许人说话，天塌不下来。张雪峰可以说，新闻学教授也可以说，是平等的。之所以大学教授排着队来跟张雪峰商榷，是他们的影响力有限，不蹭张雪峰没流量，没人知道没人关心。张也不用担心他们是组队来打你的。张雪峰是草根，没有顾虑，讲 一般民生话题的言论要自由，要允许人说话，天塌不下来。张雪峰可以说，新闻学教授也可以说，是平等的。之所以大学教授排着队来跟张雪峰商榷，是他们的影响力有限，不蹭张雪峰没流量，没人知道没人关心。张也不用担心他们是组队来打你的。张雪峰是草根，没有顾虑，讲了很多大白话，真话。教授属于体制内的，讲话习惯政治正确，中规中矩，滴水不漏，讲言不由衷的甚至假话，八股不可爱。大众容易跟草根大V产生共鸣，也是教授们要反思的地方。至于到底谁说的有道理？不重要，重要的是要自己用脑分析判断。,2023-06-19 13:38,90
现在新闻广播专业就业压力真的不小，职场竞争激烈，工作强度很大。再加上新媒体的冲击，报考的确需要三思，尤其是寒门子弟。至于医学，真要做好本硕博连读的准备，即便连不上，也得主动续上，医学文聘的确很重要。加油吧，学子们！ ,2023-06-19 13:38,12
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 13:37,0
不是，我觉得倒也不必说新传专业天坑吧……学新传专业的自己吐槽吐槽也就罢了，有些都不是学这个专业的有什么发言权？不管什么专业，毕业找工作和薪资都是和能力经历强挂钩的，且不论新传专业足够你去考公去互联网去传统媒体去任何公司的宣传岗，这就业面还不广啊，何 不是，我觉得倒也不必说新传专业天坑吧……学新传专业的自己吐槽吐槽也就罢了，有些都不是学这个专业的有什么发言权？不管什么专业，毕业找工作和薪资都是和能力经历强挂钩的，且不论新传专业足够你去考公去互联网去传统媒体去任何公司的宣传岗，这就业面还不广啊，何谈天坑？我学新传的，我觉得新传就挺好的,2023-06-19 13:37,2
